TowID,SurveyType,SurveyYear,StratumID,TowCode,HaulDate,AvgDepth(Fa),StartLatitude_DD,StartLongitude_DD,EndLatitude_DD,EndLongitude_DD,Ratfish_BiomassDensity(kg/ha),Ratfish_IndDensity(ind/ha),,
1037,PRE-INDEX,2004,U,04JWXU2,5/14/2004,44,48.15333,-123.41500,48.15265,-123.42775,25.66,73.67,,
1036,PRE-INDEX,2004,U,04JWXU1,4/27/2004,45,48.17567,-123.66093,48.17257,-123.65367,97.28,230.87,,
1035,PRE-INDEX,2004,T,04JWXT5,4/28/2004,25,48.19168,-123.90483,48.19155,-123.89728,235.53,290.30,,
1034,PRE-INDEX,2004,T,04JWXT4,5/14/2004,28,48.18333,-123.81320,48.18203,-123.80985,196.33,280.25,,
1033,PRE-INDEX,2004,T,04JWXT3,5/13/2004,30,48.28777,-124.33440,48.28418,-124.32768,77.12,274.35,,
1032,PRE-INDEX,2004,T,04JWXT2,5/12/2004,36,48.32653,-124.37863,48.32215,-124.37170,227.01,327.56,,
1031,PRE-INDEX,2004,T,04JWXT1,4/30/2004,34,48.17718,-123.75938,48.17807,-123.74990,97.73,280.81,,
1030,PRE-INDEX,2004,S,04JWXS5,4/28/2004,18,48.19192,-123.93847,48.19273,-123.92895,77.83,127.74,,
1029,PRE-INDEX,2004,S,04JWXS4,5/11/2004,10,48.16647,-123.81613,48.16935,-123.80640,2.15,1.77,,
1028,PRE-INDEX,2004,S,04JWXS3,5/14/2004,8,48.16387,-123.52817,48.16363,-123.53662,187.14,258.02,,
1027,PRE-INDEX,2004,S,04JWXS2,4/27/2004,14,48.15617,-123.58827,48.15567,-123.57710,748.22,311.37,,
1026,PRE-INDEX,2004,S,04JWXS1,5/11/2004,8,48.16633,-123.81152,48.16845,-123.82005,0.00,0.00,,
1025,PRE-INDEX,2004,V,04JEXV15,5/10/2004,114,48.44662,-123.07032,48.44860,-123.07910,120.92,124.73,,
1024,PRE-INDEX,2004,V,04JEXV14,6/15/2004,72,48.36530,-122.97360,48.36427,-122.96712,75.37,221.78,,
1023,PRE-INDEX,2004,V,04JEXV13,6/14/2004,62,48.27537,-123.09713,48.27675,-123.10507,120.10,205.75,,
1022,PRE-INDEX,2004,V,04JEXV12,6/16/2004,72,48.25800,-123.24708,48.25733,-123.25430,74.65,150.21,,
1021,PRE-INDEX,2004,V,04JEXV11,6/17/2004,67,48.21273,-123.32863,48.21603,-123.33148,54.06,94.76,,
1020,PRE-INDEX,2004,V,04JEXV10,6/16/2004,83,48.38005,-123.07035,48.37973,-123.06068,232.71,348.52,,
1019,PRE-INDEX,2004,V,04JEXV9,4/30/2004,77,48.24543,-123.09545,48.24632,-123.08597,115.35,143.08,,
1018,PRE-INDEX,2004,V,04JEXV8,5/10/2004,98,48.42758,-123.03797,48.43323,-123.03822,174.15,124.87,,
1017,PRE-INDEX,2004,V,04JEXV7,6/16/2004,62,48.32570,-123.18818,48.32870,-123.18542,131.92,293.93,,
1016,PRE-INDEX,2004,V,04JEXV6,4/30/2004,74,48.25547,-123.23165,48.25468,-123.24112,237.17,340.20,,
1015,PRE-INDEX,2004,V,04JEXV5,4/26/2004,75,48.21842,-123.32270,48.21980,-123.31612,118.58,181.62,,
1014,PRE-INDEX,2004,V,04JEXV4,5/10/2004,66,48.36395,-123.12407,48.35703,-123.12635,274.31,431.71,,
1013,PRE-INDEX,2004,V,04JEXV3,6/14/2004,94,48.33160,-122.99732,48.33083,-123.00670,430.26,398.20,,
1012,PRE-INDEX,2004,V,04JEXV2,4/21/2004,72,48.31573,-122.97145,48.31703,-122.98078,211.52,307.06,,
1011,PRE-INDEX,2004,V,04JEXV1,4/30/2004,80,48.23842,-123.01075,48.23770,-123.00075,216.65,286.33,,
1010,PRE-INDEX,2004,U,04JEXU10,4/21/2004,52,48.34410,-122.87103,48.34760,-122.86198,36.62,35.77,,
1009,PRE-INDEX,2004,U,04JEXU9,4/21/2004,54,48.34842,-122.91797,48.34370,-122.92382,270.79,228.76,,
1008,PRE-INDEX,2004,U,04JEXU8,6/16/2004,52,48.28350,-123.10118,48.28188,-123.11003,198.60,298.45,,
1007,PRE-INDEX,2004,U,04JEXU7,6/16/2004,57,48.33975,-123.18277,48.34368,-123.17378,477.59,368.52,,
1006,PRE-INDEX,2004,U,04JEXU6,6/17/2004,48,48.16580,-123.37298,48.16712,-123.38370,201.29,220.33,,
1005,PRE-INDEX,2004,U,04JEXU5,6/17/2004,44,48.18930,-123.07667,48.19118,-123.08327,40.78,42.62,,
1004,PRE-INDEX,2004,U,04JEXU4,6/16/2004,52,48.25750,-123.31550,48.25715,-123.32122,36.80,62.09,,
1003,PRE-INDEX,2004,U,04JEXU3,6/16/2004,48,48.29187,-123.20757,48.28957,-123.21545,55.54,73.39,,
1002,PRE-INDEX,2004,U,04JEXU2,4/21/2004,43,48.35020,-122.89537,48.34760,-122.90353,5.71,10.69,,
1001,PRE-INDEX,2004,U,04JEXU1,4/26/2004,53,48.20228,-123.01150,48.20195,-123.00102,87.66,193.33,,
1000,PRE-INDEX,2004,T,04JEXT9,6/14/2004,22,48.20202,-123.04567,48.20147,-123.04952,0.00,0.00,,
999,PRE-INDEX,2004,T,04JEXT8,4/21/2004,37,48.39953,-122.79337,48.40450,-122.79203,120.00,84.90,,
998,PRE-INDEX,2004,T,04JEXT7,6/14/2004,27,48.41433,-122.99582,48.42065,-122.99520,26.74,54.92,,
997,PRE-INDEX,2004,T,04JEXT6,4/22/2004,27,48.27947,-122.78747,48.28483,-122.78397,0.59,1.23,,
996,PRE-INDEX,2004,T,04JEXT5,4/22/2004,27,48.36863,-122.90828,48.36953,-122.90363,0.00,0.00,,
995,PRE-INDEX,2004,T,04JEXT4,6/18/2004,24,48.13550,-123.02023,48.13030,-123.02542,0.00,0.00,,
994,PRE-INDEX,2004,T,04JEXT3,6/18/2004,24,48.18350,-123.04885,48.18830,-123.05392,0.00,0.00,,
993,PRE-INDEX,2004,T,04JEXT2,6/17/2004,23,48.14648,-123.31592,48.14813,-123.32455,4.09,10.16,,
992,PRE-INDEX,2004,T,04JEXT1,4/22/2004,30,48.27065,-122.79255,48.27730,-122.78890,3.18,5.06,,
991,PRE-INDEX,2004,S,04JEXS7,6/17/2004,8,48.13028,-123.31942,48.12835,-123.31195,6.66,14.07,,
990,PRE-INDEX,2004,S,04JEXS6,4/22/2004,14,48.25628,-122.88030,48.26017,-122.88507,0.00,0.00,,
989,PRE-INDEX,2004,S,04JEXS5,4/22/2004,11,48.29898,-122.95327,48.30740,-122.95010,21.37,41.70,,
988,PRE-INDEX,2004,S,04JEXS4,6/17/2004,11,48.13617,-123.28288,48.13763,-123.27308,0.00,0.00,,
987,PRE-INDEX,2004,S,04JEXS3,6/18/2004,10,48.09537,-123.03822,48.10212,-123.03813,0.00,0.00,,
986,PRE-INDEX,2004,S,04JEXS2,6/18/2004,9,48.14897,-122.94930,48.14403,-122.95013,0.00,0.00,,
985,PRE-INDEX,2004,S,04JEXS1,6/14/2004,13,48.15517,-122.91705,48.15540,-122.92502,0.00,0.00,,
984,PRE-INDEX,2004,V,04GBXV20,5/17/2004,78,48.98983,-123.24147,48.98683,-123.23303,208.82,316.94,,
983,PRE-INDEX,2004,V,04GBXV19,5/18/2004,96,48.89542,-123.01485,48.90192,-123.01802,221.36,305.86,,
982,PRE-INDEX,2004,V,04GBXV18,5/25/2004,100,48.80170,-122.89323,48.80645,-122.89953,467.57,274.86,,
981,PRE-INDEX,2004,V,04GBXV17,5/17/2004,88,48.90272,-123.02703,48.89873,-123.01883,171.04,231.64,,
980,PRE-INDEX,2004,V,04GBXV16,5/18/2004,108,48.88200,-123.01017,48.88912,-123.01305,602.10,266.78,,
979,PRE-INDEX,2004,V,04GBXV15,5/17/2004,95,48.99438,-123.29402,48.99297,-123.28307,42.75,76.99,,
978,PRE-INDEX,2004,V,04GBXV14,5/17/2004,105,49.00098,-123.31435,48.99893,-123.30590,70.57,124.44,,
977,PRE-INDEX,2004,V,04GBXV13,5/24/2004,86,48.78105,-122.85713,48.78273,-122.86580,167.04,129.62,,
976,PRE-INDEX,2004,V,04GBXV12,5/26/2004,78,48.82963,-122.91063,48.83527,-122.90898,296.57,542.51,,
975,PRE-INDEX,2004,V,04GBXV11,5/18/2004,68,48.91578,-123.10182,48.91090,-123.09543,53.27,156.13,,
974,PRE-INDEX,2004,V,04GBXV10,5/18/2004,66,48.91490,-123.09355,48.92250,-123.09167,32.69,163.18,,
973,PRE-INDEX,2004,V,04GBXV9,5/25/2004,118,48.84202,-122.95412,48.84520,-122.96007,661.96,533.59,,
972,PRE-INDEX,2004,V,04GBXV8,5/20/2004,121,48.86722,-122.97293,48.86167,-122.97080,42.77,67.47,,
971,PRE-INDEX,2004,V,04GBXV7,5/25/2004,117,48.85903,-122.98660,48.86483,-122.99118,45.70,70.74,,
970,PRE-INDEX,2004,V,04GBXV6,5/18/2004,81,48.90730,-123.02450,48.91153,-123.03132,90.74,216.52,,
969,PRE-INDEX,2004,V,04GBXV5,5/26/2004,102,48.82662,-122.92382,48.83297,-122.92363,226.10,310.45,,
968,PRE-INDEX,2004,V,04GBXV4,5/25/2004,114,48.81475,-122.95283,48.82075,-122.95492,197.04,303.52,,
967,PRE-INDEX,2004,V,04GBXV3,5/18/2004,66,48.91800,-123.13713,48.91412,-123.13002,12.60,111.25,,
966,PRE-INDEX,2004,V,04GBXV2,5/25/2004,102,48.81055,-122.89900,48.81645,-122.90073,504.63,375.85,,
965,PRE-INDEX,2004,V,04GBXV1,5/20/2004,84,48.84600,-122.92245,48.84653,-122.91298,38.04,74.73,,
964,PRE-INDEX,2004,U,04GBXU6,5/28/2004,58,48.73263,-122.78300,48.73912,-122.78345,51.01,85.17,,
963,PRE-INDEX,2004,U,04GBXU5,5/19/2004,49,48.91962,-122.96185,48.91477,-122.95418,12.64,27.17,,
962,PRE-INDEX,2004,U,04GBXU4,5/19/2004,58,48.91100,-122.95998,48.90573,-122.95445,20.77,39.47,,
961,PRE-INDEX,2004,U,04GBXU3,5/19/2004,46,48.91817,-122.95218,48.92317,-122.96060,7.11,14.98,,
960,PRE-INDEX,2004,U,04GBXU2,5/19/2004,55,48.91073,-122.95385,48.90468,-122.95033,48.12,113.59,,
959,PRE-INDEX,2004,U,04GBXU1,5/19/2004,46,48.98765,-123.12265,48.99142,-123.13053,166.46,445.66,,
958,PRE-INDEX,2004,T,04GBXT9,5/26/2004,34,48.78097,-122.77273,48.78638,-122.77415,30.36,102.67,,
957,PRE-INDEX,2004,T,04GBXT8,5/20/2004,36,48.85677,-122.86425,48.86157,-122.87142,1.41,2.08,,
956,PRE-INDEX,2004,T,04GBXT7,5/26/2004,32,48.76647,-122.77267,48.77143,-122.76817,4.07,14.81,,
955,PRE-INDEX,2004,T,04GBXT6,5/26/2004,24,48.78617,-122.79997,48.79215,-122.80160,0.44,1.16,,
954,PRE-INDEX,2004,T,04GBXT5,5/26/2004,36,48.77607,-122.77497,48.76987,-122.77507,35.23,103.10,,
953,PRE-INDEX,2004,T,04GBXT4,5/24/2004,28,48.76992,-122.78867,48.77490,-122.79780,0.30,1.38,,
952,PRE-INDEX,2004,T,04GBXT3,5/20/2004,30,48.84963,-122.81650,48.85317,-122.82363,4.26,6.40,,
951,PRE-INDEX,2004,T,04GBXT2,6/7/2004,32,48.63967,-122.63535,48.64517,-122.63948,0.42,1.20,,
950,PRE-INDEX,2004,T,04GBXT1,5/19/2004,22,48.90320,-122.86150,48.90085,-122.85273,0.00,0.00,,
949,PRE-INDEX,2004,S,04GBXS15,6/7/2004,10,48.61217,-122.53867,48.61750,-122.53250,0.00,0.00,,
948,PRE-INDEX,2004,S,04GBXS14,5/24/2004,9,48.69848,-122.64300,48.70022,-122.65057,0.00,0.00,,
947,PRE-INDEX,2004,S,04GBXS13,5/21/2004,6,48.97002,-122.81475,48.96675,-122.82058,0.00,0.00,,
946,PRE-INDEX,2004,S,04GBXS12,5/17/2004,10,48.96442,-122.87222,48.96673,-122.88053,0.00,0.00,,
945,PRE-INDEX,2004,S,04GBXS11,5/21/2004,8,48.99548,-122.88427,48.99627,-122.87418,0.00,0.00,,
944,PRE-INDEX,2004,S,04GBXS10,5/20/2004,12,48.88878,-122.80630,48.89140,-122.80745,0.00,0.00,,
943,PRE-INDEX,2004,S,04GBXS9,5/28/2004,10,48.66267,-122.52812,48.66973,-122.52778,0.00,0.00,,
942,PRE-INDEX,2004,S,04GBXS8,5/28/2004,16,48.76478,-122.73510,48.77122,-122.73873,0.00,0.00,,
941,PRE-INDEX,2004,S,04GBXS7,5/24/2004,12,48.68668,-122.52430,48.67937,-122.52112,0.00,0.00,,
940,PRE-INDEX,2004,S,04GBXS6,5/20/2004,17,48.89895,-122.83773,48.90342,-122.84215,0.00,0.00,,
939,PRE-INDEX,2004,S,04GBXS5,5/28/2004,14,48.64783,-122.62085,48.64908,-122.62585,0.00,0.00,,
938,PRE-INDEX,2004,S,04GBXS4,5/21/2004,15,48.98168,-122.91513,48.98180,-122.90327,0.00,0.00,,
937,PRE-INDEX,2004,S,04GBXS3,5/21/2004,17,48.98410,-122.94625,48.98315,-122.94015,0.00,0.00,,
936,PRE-INDEX,2004,S,04GBXS2,5/24/2004,8,48.74908,-122.55995,48.74528,-122.55158,0.00,0.00,,
935,PRE-INDEX,2004,S,04GBXS1,5/21/2004,6,48.97800,-122.81602,48.97362,-122.82273,0.00,0.00,,
934,PRE-INDEX,2003,V,03JWXV15,5/30/2003,102,48.27497,-124.00500,48.27480,-123.99688,75.61,144.69,,
933,PRE-INDEX,2003,V,03JWXV14,5/30/2003,92,48.26463,-123.93295,48.26418,-123.92310,86.69,146.11,,
932,PRE-INDEX,2003,V,03JWXV13,5/30/2003,94,48.24558,-123.97183,48.24557,-123.98125,108.88,91.17,,
931,PRE-INDEX,2003,V,03JWXV12,5/29/2003,105,48.29462,-124.01787,48.29393,-124.02582,74.79,49.56,,
930,PRE-INDEX,2003,V,03JWXV11,6/4/2003,72,48.22745,-123.98135,48.22772,-123.97407,93.98,119.36,,
929,PRE-INDEX,2003,V,03JWXV10,5/27/2003,94,48.22703,-123.50883,48.22612,-123.51815,233.98,179.73,,
928,PRE-INDEX,2003,V,03JWXV9,6/4/2003,75,48.21918,-123.91798,48.21967,-123.91045,246.86,299.17,,
927,PRE-INDEX,2003,V,03JWXV8,5/28/2003,83,48.24085,-124.12188,48.23878,-124.11455,156.88,166.36,,
926,PRE-INDEX,2003,V,03JWXV7,5/28/2003,131,48.36750,-124.32083,48.36662,-124.31117,23.11,41.28,,
925,PRE-INDEX,2003,V,03JWXV6,5/29/2003,110,48.29520,-124.10897,48.29575,-124.11767,74.22,118.67,,
924,PRE-INDEX,2003,V,03JWXV5,5/29/2003,102,48.33188,-124.17022,48.33178,-124.17378,58.84,140.38,,
923,PRE-INDEX,2003,V,03JWXV4,5/28/2003,95,48.28827,-124.23858,48.28420,-124.22973,2.19,12.66,,
922,PRE-INDEX,2003,V,03JWXV3,5/29/2003,104,48.29808,-124.04300,48.29823,-124.05018,120.25,166.78,,
921,PRE-INDEX,2003,V,03JWXV2,5/29/2003,76,48.21943,-124.03018,48.21938,-124.03880,66.56,182.51,,
920,PRE-INDEX,2003,V,03JWXV1,5/22/2003,76,48.20210,-123.48000,48.20197,-123.47160,88.89,102.80,,
919,PRE-INDEX,2003,U,03JWXU12,5/29/2003,53,48.31410,-124.33992,48.30942,-124.33435,55.77,57.69,,
918,PRE-INDEX,2003,U,03JWXU11,5/30/2003,44,48.19993,-123.84763,48.20083,-123.85458,27.50,65.12,,
917,PRE-INDEX,2003,U,03JWXU10,5/21/2003,46,48.17542,-123.67455,48.17527,-123.66643,54.62,92.67,,
916,PRE-INDEX,2003,U,03JWXU9,5/21/2003,49,48.15892,-123.46740,48.15443,-123.46433,98.08,89.65,,
915,PRE-INDEX,2003,U,03JWXU8,5/28/2003,48,48.32767,-124.36617,48.32533,-124.35383,41.09,30.68,,
914,PRE-INDEX,2003,U,03JWXU7,6/4/2003,41,48.20320,-123.90105,48.20298,-123.89113,16.38,37.59,,
913,PRE-INDEX,2003,U,03JWXU6,5/29/2003,41,48.30183,-124.34418,48.30153,-124.34127,54.99,89.36,,
912,PRE-INDEX,2003,U,03JWXU5,5/21/2003,42,48.15097,-123.43867,48.15643,-123.43612,102.75,102.00,,
911,PRE-INDEX,2003,U,03JWXU4,6/4/2003,55,48.17897,-123.65700,48.18022,-123.63900,129.73,213.95,,
910,PRE-INDEX,2003,U,03JWXU3,5/21/2003,46,48.17608,-123.65063,48.17350,-123.64200,177.37,216.98,,
909,PRE-INDEX,2003,U,03JWXU2,5/28/2003,52,48.30543,-124.32433,48.31018,-124.33000,23.49,47.18,,
908,PRE-INDEX,2003,U,03JWXU1,6/3/2003,46,48.20325,-124.03317,48.20358,-124.04175,63.34,214.41,,
907,PRE-INDEX,2003,T,03JWXT6,5/28/2003,28,48.31137,-124.38427,48.31487,-124.39155,278.64,182.99,,
906,PRE-INDEX,2003,T,03JWXT5,6/4/2003,36,48.23557,-124.15247,48.23355,-124.14478,75.05,125.25,,
905,PRE-INDEX,2003,T,03JWXT4,5/27/2003,34,48.19532,-123.85758,48.19592,-123.86653,76.19,110.79,,
904,PRE-INDEX,2003,T,03JWXT3,5/21/2003,34,48.17567,-123.71120,48.17240,-123.70320,96.59,86.93,,
903,PRE-INDEX,2003,T,03JWXT2,5/27/2003,38,48.18877,-123.81415,48.19055,-123.81875,67.98,173.16,,
902,PRE-INDEX,2003,T,03JWXT1,5/22/2003,28,48.16355,-123.64858,48.16392,-123.64128,98.79,180.73,,
901,PRE-INDEX,2003,S,03JWXS6,5/22/2003,12,48.14828,-123.60292,48.14845,-123.60667,126.43,220.23,,
900,PRE-INDEX,2003,S,03JWXS5,6/3/2003,12,48.16620,-123.77075,48.16823,-123.77957,180.98,132.34,,
899,PRE-INDEX,2003,S,03JWXS4,6/3/2003,12,48.19467,-124.02553,48.19497,-124.03108,112.57,78.58,,
898,PRE-INDEX,2003,S,03JWXS3,6/4/2003,18,48.18260,-123.89665,48.18260,-123.90042,1.42,2.97,,
897,PRE-INDEX,2003,S,03JWXS2,6/3/2003,8,48.17280,-123.86450,48.17393,-123.87142,0.00,0.00,,
896,PRE-INDEX,2003,S,03JWXS1,6/3/2003,10,48.19673,-124.05022,48.19778,-124.05492,0.00,0.00,,
895,PRE-INDEX,2003,V,03JEXV11,5/15/2003,64,48.19985,-123.11670,48.20310,-123.12433,10.74,20.19,,
894,PRE-INDEX,2003,V,03JEXV10,5/20/2003,82,48.22052,-123.25557,48.21637,-123.25933,63.48,67.63,,
893,PRE-INDEX,2003,V,03JEXV9,5/20/2003,64,48.33343,-123.15883,48.33782,-123.15338,226.71,283.85,,
892,PRE-INDEX,2003,V,03JEXV8,5/19/2003,92,48.32800,-123.00937,48.32932,-123.00707,702.51,681.06,,
891,PRE-INDEX,2003,V,03JEXV7,5/20/2003,66,48.32792,-123.15242,48.33332,-123.14577,130.62,169.11,,
890,PRE-INDEX,2003,V,03JEXV6,5/19/2003,92,48.32950,-122.99935,48.33397,-122.99788,353.20,253.85,,
889,PRE-INDEX,2003,V,03JEXV5,5/19/2003,84,48.37025,-123.06240,48.37458,-123.05367,258.45,248.98,,
888,PRE-INDEX,2003,V,03JEXV4,5/15/2003,94,48.26897,-123.05403,48.26513,-123.04637,112.73,71.47,,
887,PRE-INDEX,2003,V,03JEXV3,5/27/2003,80,48.20167,-123.18632,48.19723,-123.19280,353.71,269.00,,
886,PRE-INDEX,2003,V,03JEXV2,5/20/2003,120,48.46100,-123.09515,48.46248,-123.10317,74.42,69.45,,
885,PRE-INDEX,2003,V,03JEXV1,5/20/2003,64,48.38707,-123.08572,48.39095,-123.08192,29.38,107.23,,
884,PRE-INDEX,2003,U,03JEXU10,5/22/2003,43,48.21483,-123.30307,48.21697,-123.29642,15.93,28.44,,
883,PRE-INDEX,2003,U,03JEXU9,5/14/2003,45,48.39330,-122.90090,48.39515,-122.89422,87.78,175.22,,
882,PRE-INDEX,2003,U,03JEXU8,5/14/2003,45,48.35772,-122.80303,48.35450,-122.79668,183.86,152.97,,
881,PRE-INDEX,2003,U,03JEXU7,5/22/2003,48,48.22095,-123.33858,48.22250,-123.33203,89.50,89.12,,
880,PRE-INDEX,2003,U,03JEXU6,5/13/2003,55,48.31285,-122.95472,48.31835,-122.95622,233.63,280.29,,
879,PRE-INDEX,2003,U,03JEXU5,6/19/2003,48,48.13427,-122.88452,48.13357,-122.89443,33.25,61.56,,
878,PRE-INDEX,2003,U,03JEXU4,5/14/2003,44,48.36957,-122.92502,48.37162,-122.91725,73.81,157.47,,
877,PRE-INDEX,2003,U,03JEXU3,5/15/2003,44,48.22000,-123.06268,48.21975,-123.05450,72.68,148.18,,
876,PRE-INDEX,2003,U,03JEXU2,5/15/2003,52,48.31187,-123.05558,48.31675,-123.05537,178.21,158.33,,
875,PRE-INDEX,2003,U,03JEXU1,5/22/2003,54,48.19672,-123.34938,48.19665,-123.34028,95.83,107.05,,
874,PRE-INDEX,2003,T,03JEXT10,5/13/2003,26,48.30483,-122.84775,48.30177,-122.85223,0.00,0.00,,
873,PRE-INDEX,2003,T,03JEXT9,6/3/2003,28,48.13858,-123.38683,48.13950,-123.37823,133.59,171.69,,
872,PRE-INDEX,2003,T,03JEXT8,5/21/2003,32,48.15723,-123.34105,48.15652,-123.33145,38.52,89.72,,
871,PRE-INDEX,2003,T,03JEXT7,6/9/2003,32,48.21320,-123.08350,48.21203,-123.07848,0.00,0.00,,
870,PRE-INDEX,2003,T,03JEXT6,5/12/2003,30,48.19797,-123.07488,48.19787,-123.08267,0.83,1.36,,
869,PRE-INDEX,2003,T,03JEXT5,5/12/2003,22,48.11242,-123.04020,48.11767,-123.03662,0.00,0.00,,
868,PRE-INDEX,2003,T,03JEXT4,5/16/2003,30,48.12315,-122.98717,48.12007,-122.97988,0.00,0.00,,
867,PRE-INDEX,2003,T,03JEXT3,5/19/2003,34,48.38413,-123.11158,48.38025,-123.11455,155.32,111.69,,
866,PRE-INDEX,2003,T,03JEXT2,5/22/2003,29,48.16957,-123.24497,48.16792,-123.23433,6.89,19.06,,
865,PRE-INDEX,2003,T,03JEXT1,5/13/2003,26,48.29050,-122.94582,48.28852,-122.94520,80.22,161.60,,
864,PRE-INDEX,2003,S,03JEXS9,5/13/2003,14,48.27977,-122.76107,48.27510,-122.76590,0.00,0.00,,
863,PRE-INDEX,2003,S,03JEXS8,5/12/2003,16,48.17287,-122.92092,48.17615,-122.92507,0.00,0.00,,
862,PRE-INDEX,2003,S,03JEXS7,6/18/2003,8,48.13010,-123.32683,48.12900,-123.31893,1.55,2.94,,
861,PRE-INDEX,2003,S,03JEXS6,6/18/2003,10,48.14370,-123.24740,48.14587,-123.23783,45.87,84.22,,
860,PRE-INDEX,2003,S,03JEXS5,5/16/2003,18,48.10130,-122.98583,48.10157,-122.97630,0.00,0.00,,
858,PRE-INDEX,2003,S,03JEXS3,5/15/2003,19,48.28807,-122.99252,48.28736,-122.99155,194.75,489.59,,
857,PRE-INDEX,2003,S,03JEXS2,5/19/2003,14,48.34738,-123.03603,48.35000,-123.03400,45.84,83.07,,
856,PRE-INDEX,2003,S,03JEXS1,5/12/2003,7,48.15895,-123.06057,48.16453,-123.06515,0.00,0.00,,
855,PRE-INDEX,2003,T,03DBXT10,6/17/2003,22,48.01590,-122.84990,48.02125,-122.85180,0.00,0.00,,
854,PRE-INDEX,2003,T,03DBXT9,5/23/2003,26,48.06027,-122.88083,48.06473,-122.87323,0.00,0.00,,
853,PRE-INDEX,2003,T,03DBXT8,5/16/2003,24,48.07448,-122.88262,48.07130,-122.87732,0.00,0.00,,
852,PRE-INDEX,2003,T,03DBXT7,5/16/2003,32,48.09683,-122.88838,48.09080,-122.88475,0.00,0.00,,
851,PRE-INDEX,2003,T,03DBXT6,6/12/2003,24,48.03808,-122.85527,48.04043,-122.85873,0.00,0.00,,
850,PRE-INDEX,2003,T,03DBXT5,6/17/2003,20,48.03870,-122.84228,48.03547,-122.84453,0.00,0.00,,
849,PRE-INDEX,2003,T,03DBXT4,6/17/2003,21,48.04543,-122.84437,48.04305,-122.85390,0.00,0.00,,
848,PRE-INDEX,2003,T,03DBXT3,5/16/2003,25,48.05467,-122.87847,48.05747,-122.88520,0.00,0.00,,
847,PRE-INDEX,2003,T,03DBXT2,5/23/2003,26,48.06992,-122.90238,48.06782,-122.89412,0.00,0.00,,
846,PRE-INDEX,2003,T,03DBXT1,5/23/2003,25,48.06177,-122.89200,48.06405,-122.90052,0.00,0.00,,
845,PRE-INDEX,2003,S,03DBXS5,6/17/2003,18,48.02413,-122.83900,48.02008,-122.83933,0.00,0.00,,
844,PRE-INDEX,2003,S,03DBXS4,6/12/2003,16,48.07853,-122.92183,48.08382,-122.91837,0.00,0.00,,
843,PRE-INDEX,2003,S,03DBXS3,6/17/2003,9,48.00120,-122.85977,47.99858,-122.85198,0.00,0.00,,
842,PRE-INDEX,2003,S,03DBXS1,5/23/2003,17,48.06600,-122.92117,48.07130,-122.92242,0.00,0.00,,
814,PRE-INDEX,2002,V,02WIXV7,4/23/2002,91,47.96010,-122.30055,47.96367,-122.29107,236.13,170.64,,
813,PRE-INDEX,2002,V,02WIXV6,4/24/2002,63,48.14023,-122.41203,48.13400,-122.40663,5.27,12.22,,
812,PRE-INDEX,2002,V,02WIXV5,4/25/2002,69,48.11202,-122.49535,48.11375,-122.50450,182.30,152.70,,
811,PRE-INDEX,2002,V,02WIXV4,6/6/2002,115,47.89657,-122.36323,47.90205,-122.35777,108.27,93.11,,
810,PRE-INDEX,2002,V,02WIXV3,4/25/2002,66,48.07650,-122.41887,48.08242,-122.42353,96.21,91.81,,
809,PRE-INDEX,2002,V,02WIXV2,5/7/2002,64,48.12117,-122.39755,48.11742,-122.39020,18.84,74.22,,
808,PRE-INDEX,2002,V,02WIXV1,4/23/2002,102,47.91275,-122.34028,47.91927,-122.33565,202.10,168.84,,
807,PRE-INDEX,2002,U,02WIXU6,4/24/2002,50,48.14160,-122.42900,48.14778,-122.43260,4.77,10.16,,
806,PRE-INDEX,2002,U,02WIXU5,5/3/2002,54,48.12125,-122.53117,48.12085,-122.51975,2.27,5.41,,
805,PRE-INDEX,2002,U,02WIXU4,5/3/2002,48,48.13615,-122.54020,48.12943,-122.53668,6.91,13.86,,
804,PRE-INDEX,2002,U,02WIXU3,4/23/2002,45,47.96255,-122.27788,47.95940,-122.28683,3.79,7.23,,
803,PRE-INDEX,2002,U,02WIXU2,5/3/2002,46,48.19908,-122.54720,48.19175,-122.54715,7.70,18.91,,
802,PRE-INDEX,2002,U,02WIXU1,4/24/2002,54,48.12117,-122.40665,48.11437,-122.40025,32.28,66.77,,
801,PRE-INDEX,2002,T,02WIXT6,5/2/2002,26,48.23762,-122.54165,48.23060,-122.54418,0.00,0.00,,
800,PRE-INDEX,2002,T,02WIXT5,4/24/2002,35,48.03950,-122.28165,48.03228,-122.28097,0.00,0.00,,
799,PRE-INDEX,2002,T,02WIXT4,5/2/2002,30,48.21225,-122.54362,48.20600,-122.54243,0.39,2.29,,
798,PRE-INDEX,2002,T,02WIXT3,4/25/2002,30,48.12290,-122.46852,48.11755,-122.46168,0.00,0.00,,
797,PRE-INDEX,2002,T,02WIXT2,5/3/2002,32,48.14542,-122.56215,48.13942,-122.56017,1.33,4.02,,
796,PRE-INDEX,2002,T,02WIXT1,5/3/2002,26,48.19675,-122.54143,48.18980,-122.54195,0.00,0.00,,
795,PRE-INDEX,2002,S,02WIXS7,4/25/2002,10,47.99847,-122.30392,47.99600,-122.29488,30.29,66.53,,
794,PRE-INDEX,2002,S,02WIXS6,5/2/2002,10,48.23382,-122.71197,48.23463,-122.70033,0.85,1.31,,
